Simulation results for MP with 1000 bots:

Start time,1628499105102
Finish time,1628499165102
Total duration (s),60

Bot name,Join time,Exit time,CreatePlayer,Authenticate,GetPlayer,ListWorlds,JoinWorld,GetState,Subscribe
Bot-729,1628499106334,1628499165334,7562,13497,7117,83,3748,6726,362,
Bot-730,1628499106334,1628499165334,4959,2546,11607,6646,10000,4266,0,
Bot-731,1628499106334,1628499165334,1626,2744,59,57,1424,1039,7149,
Bot-732,1628499106336,1628499165336,2006,13604,5304,63,2986,9066,4383,
Bot-733,1628499106337,1628499165337,6599,9343,59,5417,10601,7681,0,
Bot-734,1628499106346,1628499165346,2210,13623,56,5417,1799,6860,6651,
Bot-735,1628499106347,1628499165347,3111,3948,66,11119,2530,13757,0,
Bot-736,1628499106347,1628499165347,3157,3509,6736,9760,5860,12350,0,
Bot-737,1628499106347,1628499165347,4963,2315,238,11768,4075,4231,4787,
Bot-738,1628499106347,1628499165347,2731,4701,6380,4632,1926,11956,4027,
Bot-739,1628499106347,1628499165347,9900,8015,59,5841,10738,10975,0,
Bot-740,1628499106347,1628499165347,5932,12303,58,63,9419,4281,15223,
Bot-741,1628499106348,1628499165348,3409,13142,58,59,1970,11420,6888,
Bot-742,1628499106348,1628499165348,12428,240,4642,262,1817,11954,673,
Bot-743,1628499106348,1628499165348,8323,8748,5754,3120,6253,22104,0,
Bot-744,1628499106348,1628499165348,2767,4758,6297,60,6196,9087,7079,
Bot-745,1628499106348,1628499165348,4546,2606,11031,62,1473,12034,4038,
Bot-746,1628499106349,1628499165349,6538,1012,11713,6370,2498,11794,0,
Bot-747,1628499106349,1628499165349,11637,126,59,70,208,475,85,
Bot-748,1628499106349,1628499165349,4051,7793,106,62,3161,3152,374,
Bot-749,1628499106349,1628499165349,6576,926,58,6282,333,751,155,
Bot-750,1628499106350,1628499165350,7874,180,59,58,97,10523,6465,
Bot-751,1628499106350,1628499165350,5677,8595,60,64,8339,7984,10152,
Bot-752,1628499106350,1628499165350,3900,2818,60,6714,159,539,60,
Bot-753,1628499106350,1628499165350,9338,7658,75,60,7841,6551,6836,
Bot-754,1628499106350,1628499165350,8972,103,58,61,83,11243,6848,
Bot-755,1628499106350,1628499165350,5205,1911,65,58,13664,7863,4302,
Bot-756,1628499106351,1628499165351,8861,4428,4142,233,2785,15034,0,
Bot-757,1628499106351,1628499165351,4342,2517,75,69,13013,10454,6817,
Bot-758,1628499106351,1628499165351,2404,2669,5645,4886,893,4872,7387,
Bot-759,1628499106351,1628499165351,10215,91,5261,65,738,16742,4615,
Bot-760,1628499106351,1628499165351,3262,9052,4827,5307,4718,17884,0,
Bot-761,1628499106351,1628499165351,3858,3021,61,6704,240,9926,7854,
Bot-762,1628499106351,1628499165351,14783,371,56,60,686,2441,2886,
Bot-763,1628499106352,1628499165352,2712,3678,5593,60,294,484,10478,
Bot-764,1628499106352,1628499165352,4761,9761,5453,6456,2938,10310,0,
Bot-765,1628499106352,1628499165352,3930,12945,5668,77,10923,9537,0,
Bot-766,1628499106352,1628499165352,11926,332,57,79,13840,13215,0,
Bot-767,1628499106352,1628499165352,10198,5028,5321,67,1727,5463,425,
Bot-768,1628499106352,1628499165352,5458,12205,5825,3741,9915,0,0,
Bot-769,1628499106353,1628499165353,9374,6291,5428,2258,6408,13334,0,
Bot-770,1628499106353,1628499165353,11446,7443,1090,70,5682,13386,0,
Bot-771,1628499106353,1628499165353,3380,3788,10985,6009,1754,6885,6647,
Bot-772,1628499106353,1628499165353,5261,2093,70,11784,9430,12215,0,
Bot-773,1628499106353,1628499165353,4400,8769,4282,5881,10607,4279,290,
Bot-774,1628499106353,1628499165353,2922,9414,59,4781,8619,6858,6377,
Bot-775,1628499106353,1628499165353,13683,7450,58,77,10888,21517,0,
Bot-776,1628499106354,1628499165354,3101,2934,10219,5641,2370,2943,7973,
Bot-777,1628499106354,1628499165354,5221,1913,11438,6105,7315,21198,0,
Bot-778,1628499106354,1628499165354,12328,222,4825,63,1596,3015,7819,
Bot-779,1628499106354,1628499165354,10401,7101,5814,7432,6599,0,0,
Bot-780,1628499106354,1628499165354,9770,135,58,62,93,127,575,
Bot-781,1628499106355,1628499165355,4536,3839,59,59,3256,143,60,
Bot-782,1628499106355,1628499165355,3999,2829,60,63,571,451,62,
Bot-783,1628499106356,1628499165356,4863,8665,4374,1149,10411,4644,470,
Bot-784,1628499106356,1628499165356,3509,2989,10849,5984,10933,9108,0,
Bot-785,1628499106356,1628499165356,10826,122,57,60,92,109,9686,
Bot-786,1628499106356,1628499165356,9780,139,57,60,2925,141,67,
Bot-787,1628499106356,1628499165356,12321,347,5066,5834,2459,4571,506,
Bot-788,1628499106357,1628499165357,1898,8041,5433,60,564,5011,2813,
Bot-789,1628499106357,1628499165357,3308,3518,6673,65,6788,10811,358,
Bot-790,1628499106357,1628499165357,7004,4898,4919,454,1780,3850,3749,
Bot-791,1628499106357,1628499165357,11921,259,59,60,245,9225,2725,
Bot-792,1628499106358,1628499165358,4205,3227,58,11689,3253,4055,8545,
Bot-793,1628499106358,1628499165358,9818,7369,58,130,1692,4309,4146,
Bot-794,1628499106358,1628499165358,3632,3175,60,6671,7897,4025,7823,
Bot-795,1628499106358,1628499165358,2075,8222,5198,73,8001,3991,4666,
Bot-796,1628499106358,1628499165358,3026,3638,6826,4346,2146,8787,446,
Bot-797,1628499106358,1628499165358,12018,6571,73,6114,9555,11046,64,
Bot-798,1628499106359,1628499165359,9427,7227,57,61,1770,12089,4103,
Bot-799,1628499106359,1628499165359,3553,2939,58,10756,2678,3879,4556,
Bot-800,1628499106359,1628499165359,3175,4170,11168,6035,11124,10051,0,
Bot-801,1628499106359,1628499165359,4456,2699,256,11604,1702,4873,7971,
Bot-802,1628499106359,1628499165359,12154,6291,6003,4422,10044,0,0,
Bot-803,1628499106360,1628499165360,3943,12571,5631,2543,10933,9694,0,
Bot-804,1628499106361,1628499165361,1902,12935,70,142,7178,15465,0,
Bot-805,1628499106361,1628499165361,11771,6618,59,6013,2299,14610,0,
Bot-806,1628499106361,1628499165361,10767,97,59,5644,8613,6359,7117,
Bot-807,1628499106361,1628499165361,3822,4186,67,66,99,6221,132,
Bot-808,1628499106361,1628499165361,9536,109,57,59,8192,4517,7554,
Bot-809,1628499106362,1628499165362,11922,312,57,64,6952,9797,169,
Bot-810,1628499106362,1628499165362,8806,8152,60,259,2123,6844,7944,
Bot-811,1628499106362,1628499165362,11550,6241,61,900,2461,6271,4877,
Bot-812,1628499106367,1628499165367,9295,96,5400,74,419,1326,226,
Bot-813,1628499106368,1628499165368,3069,7767,5562,5735,4574,6284,4663,
Bot-814,1628499106368,1628499165368,2946,9304,58,59,7113,4631,384,
Bot-815,1628499106368,1628499165368,11413,6566,1085,1374,4738,13320,134,
Bot-816,1628499106369,1628499165369,2174,2630,6240,59,96,10881,2778,
Bot-817,1628499106369,1628499165369,2470,4715,11330,1098,5029,12640,63,
Bot-818,1628499106369,1628499165369,11924,321,57,60,257,10719,7945,
Bot-819,1628499106369,1628499165369,4513,9466,59,62,6742,12594,4577,
Bot-820,1628499106370,1628499165370,3578,5080,5527,64,8155,4919,4634,
Bot-821,1628499106370,1628499165370,12311,3806,57,63,836,4389,310,
Bot-822,1628499106371,1628499165371,4979,2388,6366,63,8356,11135,378,
Bot-823,1628499106371,1628499165371,10796,3020,57,4836,10639,10611,200,
Bot-824,1628499106371,1628499165371,5223,4310,5315,5247,5127,5201,6593,
Bot-825,1628499106371,1628499165371,8874,119,57,58,11981,4096,4596,
Bot-826,1628499106372,1628499165372,10837,123,5374,61,1397,5548,134,
Bot-827,1628499106372,1628499165372,1424,2688,61,58,1737,11219,5475,
Bot-828,1628499106372,1628499165372,3038,8826,94,80,187,6627,1129,
Bot-829,1628499106372,1628499165372,10401,5118,71,5427,4276,4614,9549,
Bot-830,1628499106372,1628499165372,2961,8938,62,80,6490,11614,503,
Bot-831,1628499106372,1628499165372,3293,3826,10866,61,8089,12329,217,
Bot-832,1628499106372,1628499165372,11641,105,4893,74,1628,5051,4102,
Bot-833,1628499106373,1628499165373,12099,6799,6283,87,3147,5569,0,
Bot-834,1628499106374,1628499165374,1423,2659,61,5408,7899,4348,2644,
Bot-835,1628499106374,1628499165374,2256,8154,59,59,89,10302,7417,
Bot-836,1628499106374,1628499165374,11959,6383,59,63,4945,12164,10124,
Bot-837,1628499106374,1628499165374,8675,4028,58,4696,2207,7946,4962,
Bot-838,1628499106375,1628499165375,1909,3600,59,5790,90,10304,132,
Bot-839,1628499106375,1628499165375,3196,7632,5738,78,9187,3889,6871,
Bot-840,1628499106375,1628499165375,9510,129,5397,59,8010,6939,6769,
Bot-841,1628499106376,1628499165376,9889,6783,5662,71,2959,7027,21328,
Bot-842,1628499106376,1628499165376,7181,13660,7020,84,1749,11842,109,
Bot-843,1628499106376,1628499165376,6554,13191,4024,7552,15375,0,0,
Bot-844,1628499106377,1628499165377,8862,129,5472,72,7464,6235,7543,
Bot-845,1628499106377,1628499165377,11441,89,58,199,3349,10922,7868,
Bot-846,1628499106377,1628499165377,7935,8557,5657,7276,6566,12193,0,
Bot-847,1628499106377,1628499165377,2027,2844,6328,59,8682,6164,169,
Bot-848,1628499106377,1628499165377,2123,2019,76,10680,423,2915,6221,
Bot-849,1628499106377,1628499165377,3416,2717,68,60,1177,16141,8005,
Bot-850,1628499106378,1628499165378,2044,4783,62,10915,1820,5039,4756,
Bot-851,1628499106378,1628499165378,4295,8994,61,61,12026,12371,0,
Bot-852,1628499106378,1628499165378,1768,2323,59,5398,7365,13986,6557,
Bot-853,1628499106378,1628499165378,9796,6940,58,6295,10747,0,0,
Bot-854,1628499106382,1628499165382,6498,11712,6016,77,1518,8303,6525,
Bot-855,1628499106383,1628499165383,2747,9453,4880,61,1322,14507,0,
Bot-856,1628499106383,1628499165383,2962,3692,6674,65,12439,13249,66,
Bot-857,1628499106384,1628499165384,4805,8856,67,4623,3964,12601,0,
Bot-858,1628499106384,1628499165384,4042,3523,59,11098,1961,2422,3615,
Bot-859,1628499106384,1628499165384,5480,8207,62,4664,2314,14270,0,
Bot-860,1628499106384,1628499165384,3934,12127,5416,614,4326,4686,13787,
Bot-861,1628499106384,1628499165384,4809,2561,10881,6080,11412,8410,61,
Bot-862,1628499106384,1628499165384,1921,13440,59,65,825,11560,7674,
Bot-863,1628499106385,1628499165385,2983,3771,57,6705,131,608,98,
Bot-864,1628499106385,1628499165385,3377,4946,5772,62,8530,7035,6885,
Bot-865,1628499106385,1628499165385,7868,2956,57,59,7692,4158,386,
Bot-866,1628499106385,1628499165385,2030,2520,5184,63,147,113,5534,
Bot-867,1628499106385,1628499165385,7982,7951,59,60,7717,9090,4161,
Bot-868,1628499106386,1628499165386,4546,2640,235,11806,1998,4638,8175,
Bot-869,1628499106386,1628499165386,7581,169,59,57,1202,145,58,
Bot-870,1628499106387,1628499165387,1335,5832,253,6436,6595,6263,8071,
Bot-871,1628499106387,1628499165387,3067,8844,65,71,6464,17250,6018,
Bot-872,1628499106387,1628499165387,9272,7894,56,5552,5829,8206,0,
Bot-873,1628499106388,1628499165388,4862,9089,65,59,7259,7141,7217,
Bot-874,1628499106388,1628499165388,3969,13865,5862,174,11145,0,0,
Bot-875,1628499106388,1628499165388,1942,4446,5397,62,175,10291,7868,
Bot-876,1628499106389,1628499165389,4124,4324,58,60,2788,9577,7360,
Bot-877,1628499106390,1628499165390,3197,9043,59,61,6602,5116,8241,
Bot-878,1628499106390,1628499165390,3027,12481,5317,7059,10018,10870,358,
Bot-879,1628499106390,1628499165390,1959,8881,58,5487,8544,13746,0,
Bot-880,1628499106392,1628499165392,6502,8598,59,64,599,2466,446,
Bot-881,1628499106392,1628499165392,8010,2748,4802,5319,10030,6726,236,
Bot-882,1628499106392,1628499165392,4877,8774,4607,6077,6742,12142,0,
Bot-883,1628499106392,1628499165392,3648,3166,64,75,7853,4148,3686,
Bot-884,1628499106392,1628499165392,3098,3875,6691,4596,8680,9399,6939,
Bot-885,1628499106393,1628499165393,1916,15462,306,5827,5913,4472,0,
Bot-886,1628499106393,1628499165393,5503,11852,333,70,2359,6674,7543,
Bot-887,1628499106393,1628499165393,3522,3687,6647,63,7386,6755,7824,
Bot-888,1628499106393,1628499165393,2842,10472,4256,98,1374,5897,7856,
Bot-889,1628499106394,1628499165394,2079,8308,59,10352,9632,10810,0,
Bot-890,1628499106394,1628499165394,2774,8811,4084,61,1091,6273,3628,
Bot-891,1628499106394,1628499165394,2008,2540,57,65,225,1847,6770,
Bot-892,1628499106394,1628499165394,5692,3890,56,63,105,13461,7350,
Bot-893,1628499106394,1628499165394,4866,9230,5200,6213,10685,3273,0,
Bot-894,1628499106395,1628499165395,2934,8636,68,5000,8058,12992,139,
Bot-895,1628499106395,1628499165395,3201,9746,9726,3041,7255,0,0,
Bot-896,1628499106395,1628499165395,2063,4239,61,9651,1262,5775,3742,
Bot-897,1628499106396,1628499165396,1916,14628,5614,7539,12697,0,0,
Bot-898,1628499106396,1628499165396,3425,3635,11117,6005,10591,3979,154,
Bot-899,1628499106398,1628499165398,6879,9618,58,5615,5239,3698,312,
Bot-900,1628499106399,1628499165399,1424,2498,5565,60,8224,11177,7292,
Bot-901,1628499106399,1628499165399,3659,9053,5038,66,2158,13112,247,
Bot-902,1628499106399,1628499165399,6463,7492,4936,6301,3417,10023,377,
Bot-903,1628499106399,1628499165399,3552,4745,5804,61,7833,12728,5876,
Bot-904,1628499106399,1628499165399,2604,2288,5906,5575,8537,9308,0,
Bot-905,1628499106399,1628499165399,1427,3469,495,6057,7575,5293,441,
Bot-906,1628499106400,1628499165400,1981,3723,5593,62,99,9872,2113,
Bot-907,1628499106400,1628499165400,1958,8146,5399,63,8133,6178,9585,
Bot-908,1628499106400,1628499165400,3480,4351,59,71,103,116,70,
Bot-909,1628499106400,1628499165400,2024,2860,798,65,12032,4497,332,
Bot-910,1628499106400,1628499165400,2811,8706,58,4336,1343,4597,520,
Bot-911,1628499106400,1628499165400,2008,6089,10860,76,2723,13774,0,
Bot-912,1628499106402,1628499165402,2008,2541,5183,60,7990,2879,7355,
Bot-913,1628499106402,1628499165402,1336,4946,59,5221,7087,11709,6698,
Bot-914,1628499106404,1628499165404,2433,2405,522,78,8068,8681,7729,
Bot-915,1628499106408,1628499165408,2987,7856,5773,60,7694,13521,0,
Bot-916,1628499106408,1628499165408,6444,8113,5338,6470,3016,4879,6880,
Bot-917,1628499106408,1628499165408,3885,4841,5516,5333,1972,5604,3819,
Bot-918,1628499106408,1628499165408,2500,3815,59,9372,8500,13900,7162,
Bot-919,1628499106408,1628499165408,4555,2492,69,11061,3245,8555,6875,
Bot-920,1628499106409,1628499165409,4825,9236,5219,61,1992,10901,3790,
Bot-921,1628499106409,1628499165409,1942,2596,60,1208,12484,3990,683,
Bot-922,1628499106409,1628499165409,4867,2328,10931,5784,2329,12092,8347,
Bot-923,1628499106409,1628499165409,4592,3538,10825,81,2890,12343,0,
Bot-924,1628499106409,1628499165409,3052,3913,6702,62,292,449,69,
Bot-925,1628499106410,1628499165410,7515,13548,2297,3692,6698,9891,0,
Bot-926,1628499106410,1628499165410,1966,7842,62,60,83,125,5422,
Bot-927,1628499106410,1628499165410,1388,13084,66,5287,10137,11388,0,
Bot-928,1628499106410,1628499165410,3298,2403,5333,60,94,9414,2538,
Bot-929,1628499106410,1628499165410,2993,7723,58,490,9048,3233,7559,
Bot-930,1628499106412,1628499165412,2549,7189,5453,62,7995,12667,17510,
Bot-931,1628499106412,1628499165412,3487,3062,6762,68,110,3781,6508,
Bot-932,1628499106412,1628499165412,1387,5124,6102,62,2809,1926,702,
Bot-933,1628499106412,1628499165412,6468,9183,5458,83,7451,11104,0,
Bot-934,1628499106413,1628499165413,6623,874,11560,6414,10416,11484,0,
Bot-935,1628499106413,1628499165413,2250,4248,63,11009,1844,13529,0,
Bot-936,1628499106413,1628499165413,3000,7810,63,5459,2338,10286,676,
Bot-937,1628499106413,1628499165413,3655,7840,60,5030,1269,4773,7798,
Bot-938,1628499106416,1628499165416,7321,4968,62,4815,1689,4644,316,
Bot-939,1628499106416,1628499165416,6740,13003,2169,73,5436,4212,6166,
Bot-940,1628499106416,1628499165416,6475,1111,61,11089,2066,5077,166,
Bot-941,1628499106416,1628499165416,2913,9561,4723,5949,6733,9739,0,
Bot-942,1628499106417,1628499165417,4567,9543,61,5319,10020,7498,0,
Bot-943,1628499106417,1628499165417,1988,14083,5418,2385,10580,5472,0,
Bot-944,1628499106417,1628499165417,6503,992,11498,6215,10204,4066,0,
Bot-945,1628499106417,1628499165417,4471,2960,6277,4585,8057,6747,4563,
Bot-946,1628499106417,1628499165417,7752,174,6085,60,7235,13667,148,
Bot-947,1628499106418,1628499165418,3305,8468,57,4913,2325,3102,7514,
Bot-948,1628499106418,1628499165418,1346,12857,58,5339,9949,9931,207,
Bot-949,1628499106418,1628499165418,2502,6424,5821,5171,10568,14582,0,
Bot-950,1628499106418,1628499165418,3376,4149,11500,6494,7458,0,0,
Bot-951,1628499106419,1628499165419,5638,3886,62,60,7370,11795,4612,
Bot-952,1628499106419,1628499165419,2299,13906,5539,69,10160,5159,6574,
Bot-953,1628499106420,1628499165420,8232,99,10662,70,3860,13331,6898,
Bot-954,1628499106420,1628499165420,3863,8575,71,73,208,160,58,
Bot-955,1628499106420,1628499165420,2801,13105,5399,7014,2040,15383,0,
Bot-956,1628499106421,1628499165421,1967,7571,60,59,7487,2204,3923,
Bot-957,1628499106423,1628499165423,7207,8472,58,60,963,6385,506,
Bot-958,1628499106423,1628499165423,3011,8423,4768,69,1722,2884,7588,
Bot-959,1628499106423,1628499165423,2963,7846,5830,5647,2504,15091,0,
Bot-960,1628499106423,1628499165423,7885,128,6037,62,7234,15412,0,
Bot-961,1628499106424,1628499165424,1332,4660,62,10297,2120,4192,3213,
Bot-962,1628499106424,1628499165424,3605,2839,63,10706,1654,11704,3896,
Bot-963,1628499106424,1628499165424,4535,2639,6533,61,287,10454,70,
Bot-964,1628499106424,1628499165424,1987,6631,5564,5320,10088,14834,353,
Bot-965,1628499106424,1628499165424,1335,14067,59,59,761,4166,466,
Bot-966,1628499106424,1628499165424,14383,281,60,60,411,11566,8321,
Bot-967,1628499106425,1628499165425,1415,2352,10600,61,7560,12550,8697,
Bot-968,1628499106425,1628499165425,10675,7829,2460,7163,2048,4306,0,
Bot-969,1628499106425,1628499165425,9423,4249,58,64,3121,10534,710,
Bot-970,1628499106425,1628499165425,4802,2776,60,11754,10260,5259,544,
Bot-971,1628499106426,1628499165426,3973,10094,62,64,7825,13436,0,
Bot-972,1628499106426,1628499165426,3255,3414,60,6806,159,9180,75,
Bot-973,1628499106426,1628499165426,10213,111,5212,825,1529,9187,7806,
Bot-974,1628499106426,1628499165426,8018,12950,57,5954,7607,0,0,
Bot-975,1628499106426,1628499165426,5507,12605,58,66,1941,7295,7670,
Bot-976,1628499106427,1628499165427,1336,5860,251,58,143,11796,272,
Bot-977,1628499106427,1628499165427,2599,7862,62,10316,11352,4396,6893,
Bot-978,1628499106427,1628499165427,3095,7121,5314,60,7572,4486,8048,
Bot-979,1628499106427,1628499165427,12166,164,59,78,11995,15416,183,
Bot-980,1628499106427,1628499165427,1366,5851,227,11820,9054,14487,201,
Bot-981,1628499106427,1628499165427,6895,9293,57,5554,2884,12464,6657,
Bot-982,1628499106428,1628499165428,8852,83,5564,5284,9080,9502,8503,
Bot-983,1628499106428,1628499165428,3325,9038,4826,66,1953,4823,8177,
Bot-984,1628499106428,1628499165428,4893,10399,59,63,779,10974,8194,
Bot-985,1628499106428,1628499165428,1985,8135,5396,5343,2059,4932,4616,
Bot-986,1628499106428,1628499165428,3675,8348,58,4928,1029,3272,7469,
Bot-987,1628499106428,1628499165428,9651,7826,240,64,2162,11352,13948,
Bot-988,1628499106429,1628499165429,4295,2858,10997,61,8198,9036,0,
Bot-989,1628499106429,1628499165429,11972,355,58,59,13402,5342,456,
Bot-990,1628499106429,1628499165429,4501,4558,59,5424,480,620,5516,
Bot-991,1628499106430,1628499165430,3879,7835,59,4909,1417,6211,62,
Bot-992,1628499106431,1628499165431,10248,100,58,59,7161,13971,162,
Bot-993,1628499106431,1628499165431,8723,2758,68,67,139,5688,463,
Bot-994,1628499106431,1628499165431,7080,13051,113,121,9390,4792,8608,
Bot-995,1628499106431,1628499165431,9836,6941,546,5995,11536,0,0,
Bot-996,1628499106431,1628499165431,7668,7848,5335,7061,11042,5416,81,
Bot-997,1628499106432,1628499165432,12010,268,4893,5299,2563,5620,4117,
Bot-998,1628499106432,1628499165432,5220,1828,574,62,14702,11999,0,
Bot-999,1628499106432,1628499165432,3338,9298,67,4695,1949,12276,13863,
Bot-1000,1628499106432,1628499165432,2612,9039,64,4957,1770,3448,7794,
State update latencies
Bot-1,
Bot-2,226,1362,166,252,696,358,1026,69,324,
Bot-3,
Bot-4,937,1494,1586,379,1074,259,1251,9,278,791,163,1084,944,357,533,604,723,734,814,336,1362,1089,625,666,
Bot-5,
Bot-6,849,1068,1403,766,788,1098,938,1443,1482,520,1082,1392,1151,249,
Bot-7,1012,1551,655,307,267,1048,158,718,625,695,986,117,710,674,1100,601,1056,
Bot-8,
Bot-9,
Bot-10,
Bot-11,3840,4084,4378,6986,1422,525,395,
Bot-12,411,1854,2417,2866,3256,3969,4177,5215,6846,7042,1337,
Bot-13,
Bot-14,3745,4665,6849,6921,7039,7051,208,1231,312,1198,856,1194,
Bot-15,6149,227,109,992,97,344,642,121,914,680,964,72,1007,458,
Bot-16,
Bot-17,
Bot-18,
Bot-19,5522,17070,18546,
Bot-20,
Bot-21,390,145,317,743,773,516,933,1035,483,529,552,489,658,993,81,352,456,748,1038,301,741,445,756,476,463,547,844,684,
Bot-22,2450,2577,4319,6239,6479,6714,7621,940,56,1171,66,495,608,932,812,
Bot-23,
Bot-24,290,1282,1283,2070,2627,3194,3516,4443,5139,6128,6438,6605,7084,960,539,7,929,571,773,320,910,1022,637,600,944,201,
Bot-25,1006,342,862,1298,
Bot-26,
Bot-27,3346,3548,5039,5968,7016,7585,859,830,921,213,
Bot-28,8337,8519,803,500,1329,1584,603,860,839,264,1568,205,537,1393,835,663,
Bot-29,696,232,782,727,155,1077,791,221,223,258,
Bot-30,231,1765,2236,2431,2502,2540,3754,3980,4187,4289,4535,4898,5227,5352,7054,9199,9453,192,918,667,775,1024,241,1098,416,739,
Bot-31,1189,1037,
Bot-32,326,523,903,1321,1463,2015,2320,2521,2767,2862,3172,3415,3588,4050,4714,4797,4930,5100,5143,5166,5445,5496,6091,6420,6467,6497,6646,381,618,666,942,666,825,858,289,409,457,512,613,646,990,1012,30,355,486,916,215,994,41,299,37,56,599,1055,234,340,590,638,1017,842,842,498,423,378,1012,466,588,130,304,703,719,497,142,119,409,1,964,995,767,106,124,643,
Bot-33,
Bot-34,540,936,969,1164,1593,2015,2100,2100,2110,2122,2214,2292,2486,2971,3004,3144,3369,3395,3509,3717,4285,4464,4984,5028,5130,5245,5248,5555,5610,5621,395,865,247,297,558,1108,17,85,505,50,31,607,743,12,525,137,1058,76,33,813,1061,52,69,142,148,1024,870,301,867,1107,922,850,834,477,664,
Bot-35,6973,234,526,1003,1427,68,587,444,606,126,921,191,559,657,398,277,1378,501,1082,
Bot-36,10176,696,248,
Bot-37,
Bot-38,121,224,229,471,1068,1282,1397,1428,1443,1474,1,706,764,827,872,921,934,1197,1507,439,490,609,730,870,1148,1206,1240,1255,1305,1310,1445,150,174,282,395,738,1074,1100,1163,689,1201,1451,1387,838,855,1399,202,490,717,895,995,547,549,821,675,1423,85,1383,555,202,720,470,1601,1469,574,655,1337,663,695,1450,74,347,364,
Bot-39,1052,177,686,1261,254,184,1179,84,414,333,
Bot-40,
Bot-41,995,499,457,485,537,544,848,768,427,455,536,756,622,585,846,1091,234,129,297,705,
Bot-42,457,566,572,1295,739,1173,1311,743,1035,1192,1018,961,1700,
Bot-43,472,740,
Bot-44,855,1383,
Bot-45,298,861,1058,473,621,301,919,
Bot-46,
Bot-47,70,222,577,724,801,1164,2303,2451,2560,2589,3310,3323,4200,4493,4771,5136,5465,5497,285,439,620,841,96,182,430,377,660,845,234,68,36,147,873,435,272,394,10,702,367,
Bot-48,481,579,758,768,1031,1127,1278,1476,1849,2303,2325,2918,3032,3098,3148,3390,4168,4806,5615,5819,5919,5957,6398,6490,83,284,984,1515,45,1167,1393,626,679,279,7,246,547,218,1329,1247,883,96,403,1177,231,9,
Bot-49,788,1297,2001,2340,2474,3705,3732,4128,4538,5097,5130,5295,5650,6215,6261,6283,6374,6516,380,605,631,641,747,993,1201,100,370,996,996,180,352,1027,1031,1304,1136,626,664,974,337,373,454,542,1304,55,275,174,597,773,479,279,239,753,
Bot-50,
Bot-51,
Bot-52,
Bot-53,
Bot-54,
Bot-55,
Bot-56,384,589,1049,551,599,778,748,113,939,
Bot-57,581,826,893,1323,2602,2688,497,1804,56,389,793,1564,1617,512,1314,234,82,918,386,1801,
Bot-58,555,849,42,1575,404,1810,1170,1769,1440,
Bot-59,1903,1396,1364,1805,791,1459,1062,
Bot-60,
Bot-61,160,1078,721,64,652,790,384,230,483,813,226,927,1439,1431,
Bot-62,495,1521,1749,657,672,1076,1543,1399,296,922,27,1749,643,1053,917,
Bot-63,
Bot-64,709,166,729,481,601,151,1151,348,582,784,1026,762,334,37,674,42,795,963,190,204,543,263,658,1008,
Bot-65,
Bot-66,1634,1939,134,281,361,581,893,1662,297,1215,646,1242,723,812,72,735,1601,1349,1349,1185,843,1369,
Bot-67,
Bot-68,5241,46,1058,847,293,1348,392,694,
Bot-69,
Bot-70,1460,1907,2591,2969,4152,432,1182,284,793,917,942,1212,227,1046,487,202,233,1153,2,293,115,1058,1074,
Bot-71,9766,
Bot-72,1493,388,864,1289,1460,1450,1461,1611,1533,414,289,3,97,984,82,10,279,69,
Bot-73,
Bot-74,
Bot-75,756,
Bot-76,8585,13896,14047,14904,19057,
Bot-77,611,745,793,808,981,1407,1439,350,546,904,965,1022,1056,1065,1128,1260,1604,1620,419,548,978,1132,1156,1368,494,560,727,1062,1257,1632,1189,1391,1445,635,1194,281,384,507,612,685,787,336,1021,1467,1203,1514,1615,168,765,314,1187,1291,493,
Bot-78,776,828,876,986,
Bot-79,837,5574,6199,7064,11630,
Bot-80,603,1063,1635,1673,1874,1918,2117,3030,3778,5636,5744,5838,6471,7017,7771,7945,8203,8343,8359,1374,1187,1294,
Bot-81,892,1093,1166,1816,1955,677,758,1709,914,1680,342,1272,1391,223,1220,1595,1831,133,374,1288,138,96,208,301,934,1478,335,507,767,906,919,1715,494,1169,392,
Bot-82,184,1677,2427,4021,419,198,213,1384,1301,525,1210,578,608,1532,31,1567,1043,390,407,
Bot-83,1134,2390,2998,3186,3931,6909,10498,10618,1345,880,998,390,840,664,287,585,
Bot-84,1352,221,330,661,370,1189,519,628,1331,1508,739,
Bot-85,8,196,686,42,143,125,143,948,543,836,448,911,50,461,50,928,
Bot-86,395,1000,896,
Bot-87,396,121,368,140,927,1197,337,744,1049,165,874,944,109,319,549,944,991,1148,1357,31,34,471,545,680,1276,1042,43,375,588,936,1236,1240,1288,1352,1361,91,462,616,631,730,323,756,33,116,497,137,408,1153,1197,1127,1310,1205,632,19,70,272,1123,1250,494,121,1055,1175,1096,601,1097,1051,1139,
Bot-88,
Bot-89,1044,863,58,1059,145,1052,61,813,233,258,377,979,952,690,822,432,1097,198,
Bot-90,275,682,987,149,861,929,487,717,1158,136,381,383,822,1030,1148,446,396,1096,126,773,778,889,178,352,451,560,844,386,768,214,447,719,470,510,482,679,249,869,799,918,343,331,74,206,1001,496,845,
Bot-91,
